,Ticker,Frequency
1690,tril,1
1691,pdbc,1
1692,xos,1
1693,fmci,1
1694,yacws,1
1695,mgk,1
1696,mgv,1
1697,infl,1
1698,fang,1
1699,adm,1
1700,well,1
1701,rick,1
1702,psce,1
1703,fcg,1
1704,chie,1
1705,chim,1
1706,kweb,1
1707,kure,1
1708,tcfc,1
1709,pmbc,1
1710,cfbk,1
1711,bwfg,1
1712,bcml,1
1713,tsbk,1
1714,slct,1
1715,mpb,1
1716,func,1
1717,cbnk,1
1718,ita,1
1719,arch,1
1720,umbf,1
1721,simo,1
1722,sgoc,1
1723,ceo,1
1724,iclk,1
1725,ucl,1
1726,msc,1
1727,maa,1
1728,irt,1
1729,umh,1
1730,snr,1
1731,eqr,1
1732,udr,1
1733,cpt,1
1734,avb,1
1735,argo,1
1736,spyg,1
1737,spyv,1
1738,wsbf,1
1739,ads,1
1740,tot,1
1741,ilf,1
1742,rez,1
1743,eww,1
1744,spak,1
1745,prnt,1
1746,remx,1
1747,pfg,1
1748,pbct,1
1749,mtb,1
1750,key,1
1751,hban,1
1752,frc,1
1753,fitb,1
1754,nanr,1
1755,afg,1
1756,hsc,1
1757,ati,1
1758,brx,1
1759,dow,1
1760,tfc,1
1761,kim,1
1762,gd,1
1763,mant,1
1764,noc,1
1765,nuvsf,1
1766,ntdoy,1
1767,clii,1
1768,evgo,1
1769,trno,1
1770,urbn,1
1771,eadsy,1
1772,ions,1
1773,viaca,1
1774,cni,1
1775,cp,1
1776,ksu,1
1777,unp,1
1778,gwr,1
1779,pstx,1
1780,qcom,1
1781,bayry,1
1782,mdlz,1
1783,avav,1
1784,stla,1
1785,allk,1
1786,syna,1
1787,enr,1
1788,psn,1
1789,bry,1
1790,hska,1
1791,imtl,1
1792,wndw,1
1793,mrib,1
1794,ccj,1
1795,nee,1
1796,jwn,1
1797,on,1
1798,chef,1
1799,paa,1
1800,pagp,1
1801,bwa,1
1802,fvx,1
1803,smin,1
1804,indy,1
1805,sbsw,1
1806,pcg,1
1807,siri,1
1808,nlsn,1
1809,ewc,1
1810,prty,1
1811,vrts,1
1812,feye,1
1813,spr,1
1814,mfc,1
1815,nycp,1
1816,pags,1
1817,ccx,1
1818,dynt,1
1819,dkn,1
1820,snss,1
1821,unit,1
1822,ewy,1
1823,disck,1
1824,cvlb,1
1825,fi,1
1826,sbf,1
1827,ewre,1
